A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,Class
0.356241341,0.765047468,0.720663323,0.113779481,0.095813713,0.994239753,0.611909084,0.246792944,0.641725037,0.237519038,0.140223019,0.449363858,0.694687019,0.220281274,0.667053768,0.668611434,0.622860053,C
0.908524213,0.440821469,0.217664943,0.982757078,0.042870157,0.867295582,0.512299165,0.760896217,0.350165828,0.818620058,0.150063215,0.185789528,0.510944242,0.172955354,0.575137232,0.45053744,0.696572096,C
0.642675806,0.514040616,0.302591902,0.255307019,0.50474779,0.583600417,0.561870733,0.832805335,0.903698267,0.851333701,0.159359557,0.167048058,0.176066315,0.445276179,0.863555663,0.130293183,0.54103505,C
0.836008013,0.930665694,0.717940054,0.309726344,0.497084281,0.500356152,0.28529891,0.936837959,0.748860045,0.834068219,0.779073353,0.438130486,0.454353583,0.955015142,0.811375301,0.12890226,0.790548201,A
0.369587519,0.395753242,0.788002306,0.213802883,0.116256174,0.534567866,0.151699977,0.473120955,0.245733406,0.459289438,0.633977875,0.197535088,0.63894499,0.097010821,0.458228136,0.699268264,0.233246296,E
0.767889447,0.0593141,0.771423821,0.496938906,0.081371318,0.763612371,0.324696057,0.131242702,0.503316725,0.51778783,0.470050911,0.872030771,0.021961975,0.23627879,0.600638635,0.538893786,0.176972379,D
0.123417119,0.069380792,0.079787992,0.160237853,0.997375507,0.561897382,0.326831927,0.209720425,0.682555844,0.389225996,0.578749496,0.835217133,0.129555794,0.568639922,0.841568727,0.349027824,0.288325756,D
0.098025076,0.787189626,0.199348437,0.1948054,0.557105824,0.089086841,0.873694851,0.709363658,0.786919267,0.405064622,0.375878169,0.141244029,0.088396943,0.894105167,0.422038964,0.91658785,0.205799735,D
0.996951456,0.519829411,0.273784425,0.069108905,0.956901731,0.063667536,0.726953341,0.635852,0.708977136,0.911846747,0.816542602,0.190369838,0.580230682,0.369765216,0.047919327,0.389493045,0.123865152,C
0.8517299,0.996095884,0.010545557,0.676901172,0.735417621,0.486729197,0.568635874,0.513943828,0.80220241,0.344024763,0.734572824,0.761056326,0.75235669,0.990680665,0.869964715,0.870674443,0.568634629,A
0.236086603,0.441082484,0.694611535,0.294927874,0.027518355,0.563043016,0.220062046,0.451710485,0.599922522,0.429538785,0.716744279,0.108618191,0.664413206,0.342156892,0.530090255,0.89046839,0.09660509,D
0.000123949,0.531982217,0.358232584,0.242691652,0.73092363,0.835406906,0.223843606,0.064886569,0.990648392,0.906331732,0.884393747,0.096308878,0.27788918,0.304620755,0.9069556,0.145754163,0.917078013,C
0.871447227,0.204343859,0.814858935,0.630926503,0.405066245,0.320328065,0.416881923,0.864141066,0.358631798,0.808622818,0.30361286,0.14734655,0.373756159,0.332717057,0.842638425,0.93485104,0.444686202,B
0.557594818,0.192866931,0.325313411,0.897338651,0.365069983,0.306795068,0.874122613,0.308822739,0.033794217,0.643700376,0.585648471,0.545577269,0.160391866,0.843558693,0.117487688,0.25066127,0.961472363,D
0.122621304,0.966247771,0.72895046,0.782635222,0.283198229,0.368394033,0.72701918,0.865291731,0.690017223,0.282180097,0.942700783,0.502903138,0.343903092,0.718266103,0.312782864,0.746839594,0.856027269,A
0.410858348,0.464419097,0.998493046,0.24893706,0.469236175,0.805132743,0.877757721,0.255440328,0.134851464,0.131667369,0.89530076,0.538820552,0.581180498,0.072302189,0.62840964,0.922128755,0.148287597,C
0.612054031,0.802948443,0.034208273,0.142588633,0.403490763,0.643938847,0.589942126,0.177902099,0.875728904,0.112407376,0.772177676,0.602040193,0.455260582,0.897570332,0.097595611,0.315058635,0.794001578,C
0.917350573,0.303585332,0.883537131,0.833785013,0.338326416,0.237023966,0.402527891,0.488338286,0.640042013,0.047539077,0.092235004,0.596097261,0.939624577,0.255791918,0.876844023,0.624253064,0.480817262,C
0.91194529,0.915121492,0.154963276,0.474876267,0.717822265,0.073177985,0.429216571,0.621802846,0.488115899,0.690510324,0.780426335,0.497407824,0.087972081,0.963678692,0.839479624,0.95756294,0.115630581,B
0.924381788,0.048300418,0.262024778,0.185397084,0.124230565,0.982632848,0.461951239,0.983793889,0.545652841,0.497286699,0.087230074,0.644715326,0.425016462,0.074582628,0.025675089,0.605819651,0.232701692,D
0.231682697,0.533549456,0.508386191,0.645571524,0.122570343,0.488873908,0.928966815,0.182459112,0.000179935,0.054051879,0.415931686,0.163126697,0.716271327,0.232684941,0.283346977,0.147562709,0.597870817,E
0.882681337,0.986250938,0.647238238,0.095018225,0.070915699,0.990043572,0.34148484,0.906591611,0.082932176,0.097045509,0.934999591,0.981611783,0.201042644,0.686049852,0.137524664,0.096022429,0.328083184,C
0.001996531,0.644093311,0.434040964,0.159867095,0.394822136,0.627607853,0.07640486,0.512421487,0.105372828,0.098644078,0.433816214,0.681347252,0.570709025,0.514294692,0.626964016,0.147089455,0.22997897,E
0.901068268,0.796582053,0.971158978,0.742936348,0.601084321,0.325591931,0.630865867,0.710336947,0.550696698,0.685528464,0.83401478,0.094847683,0.739865716,0.045620265,0.599087694,0.684473018,0.695468189,A
0.852950627,0.94096016,0.413325732,0.086937025,0.558286919,0.843412719,0.745077987,0.030308454,0.002387897,0.376105742,0.977208363,0.858489194,0.089759333,0.491542181,0.636808395,0.426396334,0.459071227,C
0.97917019,0.293564529,0.512530098,0.082033408,0.352259972,0.61633718,0.258972997,0.540995378,0.785410422,0.270574125,0.324892522,0.026664478,0.771405369,0.518980638,0.678309117,0.4508631,0.061944227,D
0.611413,0.982519297,0.491812377,0.787943651,0.805640855,0.151896105,0.450388699,0.049830249,0.046235638,0.646750227,0.962627905,0.59958966,0.183480337,0.941130241,0.87364772,0.96108536,0.704836054,A
0.924848991,0.334484581,0.255402382,0.176318234,0.671144712,0.4028566,0.326883642,0.456744698,0.326695606,0.759486568,0.82234381,0.718584394,0.069916412,0.337153098,0.916817448,0.273420523,0.124592855,D
0.889919328,0.942851572,0.318490139,0.273644515,0.113569295,0.041174252,0.750817204,0.387885508,0.56908408,0.400130008,0.069645773,0.824887371,0.474164071,0.86077929,0.807320586,0.480438917,0.127860706,C
0.925678222,0.624556672,0.444682934,0.794529043,0.744972884,0.011916716,0.035801422,0.4512316,0.700720203,0.857670188,0.994808263,0.641692048,0.845789146,0.000282266,0.221127365,0.84311643,0.806744468,B
0.896083039,0.918738469,0.403944694,0.635568331,0.438007748,0.921162833,0.880039082,0.703280147,0.493029007,0.800319197,0.030329157,0.882878133,0.047305874,0.485610963,0.052013204,0.750622832,0.743079848,A
0.496215597,0.653109831,0.883145536,0.028886215,0.565361473,0.447904078,0.374858116,0.007039555,0.887134038,0.821207439,0.032488266,0.128150632,0.461001719,0.616980252,0.536882087,0.212117509,0.567496441,D
0.172754936,0.965955733,0.976296771,0.092378902,0.891537259,0.161715135,0.647069255,0.98352346,0.8844392,0.223999388,0.301754505,0.462908155,0.642194237,0.648946034,0.206538579,0.340791894,0.780180207,B
0.644207309,0.66640893,0.111984803,0.399779467,0.787306669,0.077037828,0.220583599,0.890722559,0.83611423,0.441410783,0.711107757,0.397655919,0.245714989,0.107856554,0.490001773,0.665559886,0.936122019,C
0.56748091,0.951065889,0.308151998,0.338461761,0.81085749,0.835587031,0.363036027,0.848879539,0.155429128,0.070657141,0.871394809,0.898159516,0.023040612,0.924294437,0.74633206,0.422923639,0.863603475,B
0.519597091,0.959059602,0.097172233,0.899538267,0.636372613,0.904406148,0.327844655,0.398603635,0.814949646,0.361336405,0.667172187,0.782127038,0.077053714,0.129867838,0.488655388,0.308367252,0.272778844,C
0.366554269,0.279301023,0.317067115,0.205003853,0.368954537,0.89453648,0.638998176,0.18789784,0.6021963,0.252536352,0.61334887,0.675677628,0.576356235,0.786967457,0.428542801,0.380755678,0.320384676,D
0.821182725,0.257431762,0.069503231,0.134278417,0.15039309,0.903405971,0.980077632,0.288829576,0.357647867,0.518973167,0.588137609,0.124317211,0.595373447,0.106816138,0.584021255,0.813302062,0.561502223,D
0.992595407,0.496052114,0.457297024,0.356234532,0.96120038,0.84216061,0.405359522,0.851512237,0.661609638,0.83060934,0.127450529,0.259685508,0.544503242,0.961068111,0.74794423,0.446107243,0.269846838,A
0.826335634,0.867627368,0.273194916,0.770668819,0.800568385,0.530173905,0.786857956,0.808272837,0.784402686,0.381976533,0.260414208,0.477583665,0.406275308,0.058329009,0.167693312,0.937816236,0.386299944,B
0.018031343,0.525420044,0.888025,0.809848412,0.354237616,0.387919789,0.807875352,0.10599133,0.414059517,0.549574931,0.466916129,0.378394213,0.443964798,0.037372899,0.093389977,0.37716575,0.547292297,D
0.807826706,0.570475269,0.261593263,0.37812169,0.219803101,0.256694266,0.691804813,0.544897635,0.831831509,0.586227112,0.967259503,0.163832004,0.766369231,0.749062524,0.990801826,0.699880289,0.582603413,A
0.759469428,0.228781038,0.268812446,0.114305454,0.947434002,0.888822986,0.150671132,0.617227655,0.865910714,0.775845826,0.996589467,0.286554286,0.358170271,0.656441827,0.34730732,0.099350806,0.926479987,B
0.88884324,0.054352797,0.621419923,0.304352355,0.096562746,0.792433466,0.188951897,0.95507263,0.55517001,0.729044364,0.456826742,0.777044427,0.347208901,0.359444435,0.136245585,0.085399175,0.917074559,C
0.648593092,0.041024429,0.009117209,0.944940641,0.578316145,0.12095208,0.254965764,0.140656776,0.129275501,0.895562747,0.365916733,0.764684929,0.062954943,0.615655088,0.372372252,0.568156883,0.391529405,E
0.075372726,0.240936506,0.742857142,0.78861404,0.914837024,0.037807764,0.608518579,0.569775559,0.716286823,0.763105936,0.514857473,0.153905138,0.256735565,0.83130362,0.618441009,0.295479095,0.632317653,C
0.484642007,0.364578076,0.018574908,0.013510753,0.884206527,0.593056033,0.409026091,0.046971369,0.940458577,0.74188601,0.13105841,0.799987047,0.926987598,0.609419216,0.832805146,0.186121538,0.32200833,C
0.567468171,0.111229509,0.755427826,0.289957923,0.362629203,0.726721782,0.808378997,0.630296828,0.524966393,0.071442773,0.216670532,0.139429659,0.405791204,0.131543321,0.858939422,0.188596984,0.35669579,D
0.05421728,0.899626246,0.40924479,0.596095064,0.546933451,0.975062757,0.882122064,0.892335165,0.708260013,0.962015393,0.934242808,0.381728974,0.145143363,0.026891582,0.889110355,0.074741293,0.952790457,A
0.267319833,0.095991384,0.47311331,0.707075779,0.92077793,0.408230821,0.037228777,0.932204955,0.210576701,0.473496392,0.970663962,0.100248107,0.11539197,0.199104062,0.813289669,0.962475588,0.671426822,C
0.792899016,0.593556363,0.978506023,0.915898964,0.352528332,0.123559437,0.533382735,0.15670719,0.020094463,0.247113852,0.670841781,0.151800197,0.683594403,0.562020554,0.817735679,0.110733669,0.352590283,C
0.964425484,0.604243452,0.005155664,0.519804807,0.679859798,0.696048187,0.212700589,0.898804491,0.412283436,0.977209028,0.36321489,0.269706757,0.327104369,0.901816847,0.495329431,0.110079422,0.778778731,B
0.583664714,0.999278917,0.559167002,0.229554542,0.516884849,0.092836016,0.118596705,0.22758617,0.721738978,0.059387011,0.266724484,0.66716254,0.084326762,0.359709834,0.891392163,0.134688523,0.689418428,D
0.934960688,0.935160645,0.480848933,0.662545176,0.000218445,0.903428825,0.166627741,0.872889643,0.417345856,0.574543642,0.963271524,0.441393345,0.708853151,0.678907308,0.223257274,0.606279028,0.367104399,B
0.224578854,0.1996453,0.980148364,0.922029563,0.780338702,0.221662265,0.887769144,0.275253356,0.133234558,0.240995528,0.336969933,0.411705792,0.319030324,0.620947873,0.921323037,0.49778535,0.816113765,C
0.34833559,0.557231263,0.843762852,0.603316539,0.045570131,0.264257879,0.729992211,0.158429524,0.827397377,0.14407579,0.199871306,0.499915228,0.600149314,0.594470278,0.084106888,0.966302703,0.651777528,C
0.696665735,0.69425451,0.884994872,0.772981318,0.96257157,0.064256598,0.890581668,0.085801378,0.691748489,0.119368059,0.491026133,0.141518245,0.684396353,0.382306897,0.625454956,0.944481046,0.365397754,B
0.648474378,0.859106022,0.603290798,0.573263209,0.544314989,0.564817527,0.500643917,0.560354378,0.754207125,0.403326712,0.953700514,0.927980424,0.232394996,0.817720548,0.021066195,0.085306033,0.144116706,B
0.090365834,0.082890448,0.914519996,0.168204241,0.612269918,0.698060235,0.268904428,0.404694493,0.328542422,0.236607879,0.268921606,0.035412305,0.476147678,0.321190607,0.161868929,0.182928743,0.066986923,E
0.581390697,0.309872322,0.438514701,0.182964112,0.240238536,0.108160388,0.375957226,0.316095338,0.222126271,0.639964458,0.397760989,0.616233333,0.686505533,0.005614061,0.642570517,0.648569002,0.388128519,E
0.291376885,0.167923888,0.547751008,0.587647511,0.980121055,0.327967329,0.790215998,0.73815999,0.215885834,0.564338902,0.280697041,0.761592936,0.18985168,0.698230546,0.444227971,0.691253598,0.747473136,B
0.898674934,0.857608264,0.217711639,0.819733745,0.763054303,0.289458757,0.907536674,0.60394038,0.857943762,0.351392258,0.872822956,0.318021077,0.289026385,6.09457E-05,0.238141646,0.776377891,0.261370554,B
0.575097304,0.488097808,0.243180758,0.069762347,0.304487216,0.260009188,0.659095109,0.880084209,0.078087601,0.994631404,0.753782174,0.01539441,0.941943059,0.439440288,0.452010118,0.128823034,0.621094954,D
0.01404772,0.977800325,0.799916711,0.710974,0.755139138,0.770654269,0.29948125,0.473903451,0.272777737,0.430079295,0.682498736,0.371128041,0.874243246,0.960285865,0.309206646,0.559008851,0.339559726,B
0.408393478,0.463986957,0.466391808,0.604701754,0.791733323,0.432702306,0.282169149,0.383869393,0.324920666,0.361270733,0.300185869,0.877556949,0.592489708,0.640874653,0.602468143,0.137253363,0.501705726,C
0.957532301,0.797827057,0.779494553,0.04242237,0.908237281,0.610575002,0.282919847,0.607684985,0.203946511,0.937648841,0.224380496,0.534397989,0.000244587,0.14674046,0.505978217,0.431603962,0.720202647,C
0.177290594,0.291523458,0.281730252,0.199520737,0.873808963,0.020015194,0.214597172,0.53836758,0.65010301,0.167921447,0.216649107,0.100687411,0.595429641,0.032860085,0.231960545,0.060806378,0.914072648,E
0.797869392,0.749983104,0.780883778,0.819634655,0.700028423,0.624877664,0.179071651,0.485867307,0.321620892,0.168289821,0.006381006,0.167471688,0.152453572,0.037466231,0.778882806,0.468637066,0.229272241,D
0.569540496,0.813991822,0.877199073,0.053428201,0.495306304,0.559566511,0.699908025,0.363091138,0.31222605,0.960038784,0.043991444,0.762004281,0.554398958,0.342989434,0.368044417,0.427382497,0.03972375,C
0.532349789,0.524018989,0.998106099,0.476877118,0.5163622,0.773011864,0.139232675,0.99089438,0.590226512,0.344169353,0.087722044,0.069258236,0.948038656,0.414602008,0.690310785,0.77364328,0.887391139,B
0.429163966,0.451080535,0.118647031,0.835108136,0.680364187,0.556653784,0.913226997,0.248062051,0.097046616,0.766290235,0.262119482,0.761576371,0.994628735,0.053917173,0.065924925,0.098830015,0.222737326,D
0.443208455,0.888816415,0.284131253,0.171316886,0.272549023,0.515392753,0.645203995,0.730530008,0.997579348,0.753697532,0.535182418,0.38566632,0.306231295,0.644880264,0.85161676,0.029729731,0.331298265,C
0.345315648,0.603993468,0.682253345,0.063336672,0.788192019,0.067763213,0.510079315,0.218110983,0.839394743,0.103440183,0.830404675,0.46665108,0.608762527,0.014038267,0.490767568,0.395275851,0.323332216,D
0.2974054,0.099062046,0.698115628,0.989369913,0.315251216,0.813639105,0.25130913,0.570809861,0.615982467,0.607328181,0.596340814,0.986671942,0.233843711,0.785852624,0.738099574,0.192364684,0.356224189,B
0.799553281,0.665286956,0.194537952,0.233421532,0.565495159,0.439914879,0.593646154,0.01450934,0.767176214,0.671316388,0.148447913,0.885728913,0.409352584,0.001652496,0.568812224,0.566878546,0.457121556,D
0.345174726,0.984067561,0.24989465,0.359067229,0.737032447,0.470213548,0.34697676,0.052552564,0.989577839,0.60975513,0.465345157,0.975803193,0.392716179,0.07557998,0.877027529,0.622944875,0.814714607,B
0.308442903,0.982144456,0.826857562,0.471641912,0.041601651,0.590279459,0.353605076,0.147391314,0.45549862,0.279752103,0.893940108,0.179837034,0.071434869,0.607050633,0.012122241,0.463862934,0.611072259,D
0.886578411,0.387149406,0.22964333,0.204908714,0.401678921,0.727409289,0.814328507,0.998319697,0.143254225,0.478550177,0.610162454,0.946322647,0.192890385,0.92077189,0.789516871,0.486036611,0.41831208,B
0.84600705,0.351923115,0.470057502,0.157185778,0.775936305,0.189710246,0.374640298,0.11594002,0.836249845,0.226413333,0.20354901,0.610108785,0.054112011,0.744752738,0.204576421,0.324594747,0.165861651,E
0.882595575,0.017861997,0.958414414,0.456262193,0.299249515,0.432141954,0.556438946,0.463900265,0.586504432,0.343387458,0.845547819,0.735287857,0.95027097,0.792962159,0.540125464,0.38847508,0.068421103,B
0.998653673,0.167646303,0.388978718,0.344399329,0.697762299,0.039826454,0.269039543,0.113054031,0.242655712,0.738331562,0.434461224,0.087840403,0.088026089,0.372029135,0.13084189,0.670101572,0.310592626,E
0.773839256,0.47118454,0.271001288,0.054586832,0.388482465,0.251211868,0.512407912,0.418400604,0.381001499,0.444538596,0.439548909,0.544936831,0.191662578,0.707590432,0.914212525,0.050511204,0.559978791,D
0.979893796,0.418375513,0.781301354,0.422659419,0.768722367,0.402201976,0.158650944,0.811852719,0.198415817,0.57200697,0.908271657,0.269911781,0.666161265,0.421367051,0.579004622,0.271862051,0.181552855,C
0.986026662,0.488470427,0.357997289,0.274941571,0.479789964,0.980297621,0.39410106,0.161395082,0.120683559,0.417373131,0.804853076,0.721934953,0.130039013,0.800559674,0.861073183,0.023549271,0.89897323,C
0.230843164,0.073879772,0.870803156,0.667766777,0.000955403,0.996028905,0.035520427,0.534423118,0.67390058,0.825536812,0.298851461,0.93500086,0.096787061,0.640415578,0.648861066,0.231817052,0.441816802,C
0.20149286,0.315986617,0.760977742,0.601759353,0.498417093,0.585404889,0.792848632,0.457027819,0.249136709,0.247743988,0.315586291,0.748451839,0.988159309,0.886031758,0.149403022,0.086565081,0.623863565,C
0.363737044,0.74718298,0.925752976,0.12450582,0.204485405,0.502351931,0.842027328,0.259433706,0.874124608,0.621370699,0.360173364,0.956596046,0.117006123,0.374275034,0.443164258,0.255619524,0.655218118,C
0.729062202,0.536656119,0.485234942,0.598989491,0.590754805,0.320462514,0.826687129,0.434067095,0.155037698,0.000256122,0.963527602,0.465365056,0.704374113,0.095822043,0.65011142,0.514702611,0.976743,B
0.170834194,0.596245448,0.638058857,0.661588464,0.726027223,0.684135068,0.959378117,0.454495393,0.387840635,0.993890077,0.774859728,0.817929183,0.598829309,0.775645701,0.95282188,0.797720121,0.404201414,A
0.511847392,0.355985393,0.736488545,0.728032425,0.972757998,0.671423094,0.948626973,0.101606816,0.724408728,0.123912868,0.00829287,0.94708727,0.799942066,0.031035043,0.169961504,0.361412927,0.732840616,C
0.958560022,0.453278476,0.511311249,0.182352899,0.539488912,0.389814921,0.728289034,0.059901932,0.104142641,0.328553264,0.773500718,0.515605602,0.255255027,0.916690344,0.185184482,0.704832848,0.290383622,D
0.225972966,0.189975989,0.381074327,0.688262157,0.113885256,0.526294955,0.684584224,0.659650022,0.779252715,0.131169503,0.469305726,0.061532547,0.772026449,0.755359672,0.025739224,0.522441526,0.900798724,D
0.776860311,0.345060535,0.76602729,0.477871148,0.320537386,0.349733652,0.066721522,0.725333348,0.900658488,0.826240875,0.192681012,0.354888413,0.294627515,0.279082376,0.084621779,0.521360234,0.822394539,C
0.64199062,0.00418336,0.969881042,0.099134085,0.792491128,0.262381142,0.400733265,0.92910756,0.103157257,0.280233419,0.664057245,0.69436785,0.216487933,0.003175263,0.149891859,0.36901166,0.275804114,E
0.496711406,0.85115106,0.637091858,0.334738993,0.291136676,0.351960022,0.129425781,0.609767775,0.523924564,0.572322994,0.895615786,0.231712331,0.132781592,0.98166469,0.077266701,0.740495146,0.282452801,C
0.844960692,0.423521787,0.723137493,0.620676125,0.626157387,0.811296677,0.622411853,0.0489388,0.539236367,0.576152366,0.017396088,0.985167839,0.821171996,0.432251587,0.316647186,0.156081182,0.309826199,C
0.392086725,0.497573674,0.441436215,0.514983679,0.730506377,0.627953048,0.333599095,0.431740915,0.670335765,0.004925143,0.621165192,0.711360455,0.245199891,0.793104941,0.734544157,0.400703879,0.149476055,C
0.877176067,0.530122159,0.302962077,0.488111705,0.746814932,0.338646481,0.396471964,0.934533195,0.682372882,0.175453542,0.465475243,0.55598537,0.882022769,0.945610356,0.945326225,0.063218491,0.599292228,B
0.527150578,0.514746544,0.240928788,0.133178785,0.53974624,0.200251709,0.546835572,0.628616218,0.84941202,0.333493612,0.043698592,0.603832041,0.06070866,0.951832266,0.035511789,0.591991622,0.562572791,D
0.486294321,0.396805214,0.984372156,0.186201669,0.377295652,0.722279738,0.824022196,0.150854357,0.763785826,0.588138261,0.728749242,0.024085536,0.652435447,0.127423056,0.435312656,0.486736828,0.52087912,C
0.08332447,0.835211173,0.94978083,0.03115227,0.106170652,0.826443132,0.338869178,0.985461813,0.166301609,0.325227955,0.752729401,0.935571437,0.132333121,0.225444986,0.404788376,0.124302951,0.005615866,D
0.298859614,0.295489101,0.290069234,0.942688832,0.932568075,0.043321442,0.562804072,0.410000255,0.282396267,0.127182301,0.147401449,0.125703425,0.429872982,0.134801824,0.409644978,0.560137043,0.2421031,E
0.45067831,0.310593501,0.881250876,0.744861788,0.948567516,0.797682589,0.541217227,0.191382067,0.01803385,0.972224153,0.348244436,0.008924579,0.406045719,0.970180302,0.715264485,0.921698349,0.831044888,A
0.268439856,0.342932013,0.833321363,0.477549007,0.98286091,0.790322241,0.682405338,0.375945834,0.268769001,0.816015615,0.708150909,0.807103444,0.040838079,0.500609176,0.49833493,0.088090293,0.927134302,B
0.917654883,0.001630501,0.615332208,0.788459474,0.191328408,0.430618029,0.278803586,0.90462394,0.698124959,0.960999267,0.609503836,0.015605948,0.562430661,0.660995316,0.688965141,0.458784527,0.966342109,B
0.176002126,0.057839573,0.049667495,0.421670473,0.100127441,0.842258934,0.926197426,0.19350021,0.318542819,0.486292727,0.196405208,0.400729444,0.77330376,0.608542147,0.254425804,0.272042559,0.640036277,E
0.771355139,0.8293063,0.959235243,0.775139931,0.1345993,0.276603438,0.902080582,0.526332238,0.596383637,0.423956166,0.95606191,0.708396632,0.590243879,0.654929746,0.706622088,0.65236863,0.276183772,A
0.602979458,0.476959738,0.459837136,0.214316517,0.02714474,0.831077843,0.984161983,0.355515648,0.145823965,0.263596829,0.273226011,0.506912163,0.530864806,0.282874285,0.950470575,0.531655873,0.665973669,C
0.983067664,0.63553018,0.645276511,0.343615798,0.050188025,0.919657959,0.236803853,0.211981697,0.43173584,0.611396764,0.23069351,0.178358358,0.580823417,0.132965129,0.194289985,0.141081083,0.27739929,E
0.748873394,0.901127932,0.722381306,0.406385159,0.681905551,0.326043341,0.286111436,0.099822401,0.737649781,0.790151739,0.577033788,0.293788358,0.905952432,0.187828874,0.679339576,0.950758208,0.584601724,B
0.853203591,0.753317397,0.921272481,0.348475152,0.246629318,0.078705821,0.303924588,0.834300816,0.867884846,0.041298285,0.120546817,0.061206048,0.306722147,0.565904625,0.785892515,0.844202436,0.473330247,C
0.293932253,0.803175527,0.174837321,0.960654787,0.490913051,0.190776117,0.728108196,0.186030648,0.582107073,0.405068355,0.760484606,0.276672695,0.611270312,0.105930942,0.193440661,0.728272157,0.957681267,C
0.904491951,0.100330595,0.510949219,0.067633868,0.202814669,0.102850197,0.997011405,0.657747699,0.279715163,0.524434584,0.769790025,0.46938136,0.267151695,0.205625401,0.802560988,0.615756303,0.998478081,C
0.978617496,0.30011004,0.508815755,0.720693074,0.655362572,0.593424404,0.593995073,0.01530117,0.188821906,0.214240897,0.623349556,0.862315728,0.030457677,0.467127217,0.744168926,0.214337635,0.60528985,C
0.307873976,0.185890193,0.887984153,0.012852866,0.808893551,0.448844351,0.620695967,0.888827253,0.077042165,0.717464007,0.752838475,0.517103483,0.209232405,0.529527967,0.844557629,0.146865011,0.304703634,C
0.409938663,0.182457554,0.234379875,0.296485232,0.957260533,0.42309924,0.481450689,0.251725693,0.126472016,0.988969055,0.097338123,0.806348479,0.141345509,0.941491331,0.518531264,0.263241693,0.780329035,D
0.365542198,0.130685315,0.324355449,0.958468858,0.619729276,0.596239482,0.881174939,0.113559655,0.983889446,0.422720161,0.289893366,0.828407902,0.728428877,0.490433836,0.882478205,0.191027206,0.789990899,B
0.858275237,0.753913267,0.922165956,0.498512186,0.734553796,0.941337104,0.44119576,0.744215326,0.474972758,0.337956681,0.352118088,0.580319149,0.832669972,0.293972282,0.024567894,0.059761453,0.705617192,B
0.832872946,0.740850869,0.808884844,0.392461699,0.842136308,0.873422058,0.686571084,0.431101285,0.479145504,0.46518299,0.786468482,0.492925464,0.766609724,0.132398663,0.16961835,0.403071525,0.746671823,A
0.819466245,0.940847776,0.493168253,0.409234268,0.538947125,0.957242219,0.097404034,0.097560025,0.209690983,0.163288351,0.47362027,0.889789603,0.572661817,0.707502288,0.816111706,0.989349084,0.845325921,A
0.277731221,0.551836049,0.729265745,0.68313003,0.468711985,0.278193882,0.163730683,0.317032589,0.642395916,0.548660372,0.274860426,0.658798902,0.246176805,0.812171148,0.158017933,0.170587428,0.709706351,D
0.506974209,0.229476191,0.411672708,0.046191621,0.312181673,0.601009708,0.799194729,0.207648844,0.368808117,0.656509443,0.269123657,0.746998147,0.58244444,0.046987997,0.894685816,0.478558999,0.532297237,D
0.464444007,0.769669515,0.790798182,0.340937938,0.638489551,0.348513162,0.59360125,0.818927704,0.186154074,0.804712056,0.924604645,0.380119616,0.521257832,0.631344405,0.700316861,0.39054272,0.733109901,A
0.285257115,0.191843169,0.683312174,0.203134289,0.692344283,0.959075339,0.294397147,0.030692553,0.942619061,0.553966197,0.978236991,0.578109416,0.432781821,0.385161505,0.973409619,0.517558515,0.421124652,B
0.432827702,0.295349091,0.990140813,0.026824921,0.770799672,0.568532513,0.928531621,0.344094977,0.621099567,0.847135734,0.699341575,0.834256366,0.255302976,0.693696221,0.388427518,0.229655096,0.787605464,B
0.306166904,0.002315708,0.496523704,0.916534042,0.114057817,0.770897049,0.997937502,0.789326603,0.269546058,0.702518502,0.809655937,0.219305088,0.617523733,0.838006075,0.731517763,0.377269987,0.631648637,B
0.077262713,0.732476979,0.482246508,0.100539652,0.380645436,0.8370334,0.463639608,0.887257918,0.027505699,0.218011758,0.841097545,0.669768258,0.347709951,0.190718426,0.894257488,0.269636286,0.289498098,D
0.687843144,0.296195002,0.383833318,0.971361941,0.53716682,0.532970463,0.592610308,0.192926993,0.672961058,0.822797567,0.69944493,0.365541489,0.938746667,0.832597635,0.94430966,0.609136942,0.448060616,A
0.838835341,0.978237402,0.736528184,0.864985438,0.446092092,0.366431411,0.941952654,0.278102418,0.443136107,0.488641323,0.543904851,0.395679394,0.395868946,0.532649193,0.48332935,0.233880057,0.063916095,B
0.942453256,0.338397017,0.859683326,0.063047864,0.795846721,0.218087064,0.465944908,0.69815043,0.877750298,0.481754747,0.058824885,0.261188326,0.060485263,0.638693158,0.281589855,0.869837869,0.546630424,C
0.842747377,0.500285079,0.629534007,0.779820845,0.70674665,0.38058749,0.778097197,0.102745294,0.732208661,0.405942568,0.748050528,0.298970733,0.864745512,0.463521924,0.89245881,0.597663371,0.740905671,A
0.658239988,0.666787199,0.814120718,0.751622387,0.081583981,0.095776536,0.755833182,0.158977998,0.267090167,0.638680179,0.802540962,0.923811535,0.274163766,0.397396721,0.117552149,0.88655933,0.076525957,C
0.336134883,0.303939086,0.812400371,0.445118148,0.910882742,0.447341506,0.113202758,0.42754751,0.481671666,0.576689143,0.015064576,0.090538435,0.296355792,0.763428847,0.500467707,0.570241804,0.557196494,D
0.272844379,0.963018229,0.311984125,0.325662954,0.774666842,0.349146147,0.648599631,0.778152096,0.646126357,0.644553958,0.915179048,0.950319433,0.003862481,0.254230857,0.986207826,0.269477746,0.457135054,B
