A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,Class
1,3,15,25,46,29,13,46,26,7,47,17,33,13,30,21,6,23,32,4,11,17,14,47,20,11,48,39,47,37,19,42,40,47,43,45,6,10,49,23,45,14,50,18,33,1,40,38,22,36,2,A
1,3,39,38,29,7,21,44,6,24,5,5,50,6,44,22,4,38,17,5,1,46,7,3,4,10,11,1,20,37,37,8,42,36,14,33,30,3,31,34,18,6,27,46,35,14,25,1,4,46,49,A
1,3,37,26,30,14,24,16,17,25,22,19,40,29,33,13,15,44,5,21,21,8,11,9,16,13,9,6,23,5,36,23,47,5,25,25,17,9,13,4,17,34,37,26,18,43,45,37,23,40,28,A
1,3,47,39,33,29,3,37,2,33,8,40,41,30,46,37,50,26,9,32,44,8,23,43,45,48,32,36,49,49,5,47,11,23,37,23,26,31,31,50,40,49,34,9,1,49,34,11,44,37,15,A
1,3,17,33,22,48,18,33,20,31,42,16,12,43,18,32,1,6,10,9,45,4,42,35,30,19,11,3,21,39,16,47,37,31,49,28,5,16,34,24,50,31,9,2,49,50,47,26,38,40,44,A
1,3,8,12,1,48,4,46,43,24,1,42,15,14,46,3,26,48,40,28,25,33,20,31,4,24,32,2,38,40,34,50,31,41,29,26,21,7,13,18,32,46,13,1,33,10,44,19,2,49,16,A
1,3,46,8,3,15,1,10,41,43,48,14,42,28,23,50,41,33,45,43,46,3,26,9,36,41,41,24,37,50,38,50,30,11,18,19,28,48,7,41,50,15,50,22,17,49,33,3,49,26,46,A
1,3,23,20,33,21,5,40,46,4,3,9,45,24,49,38,8,8,2,16,22,27,19,20,12,37,31,46,2,42,15,49,37,34,19,5,26,27,29,37,5,31,21,36,4,33,4,10,11,50,2,A
1,3,20,5,42,11,1,23,27,22,26,22,45,18,35,8,39,29,9,17,16,36,22,41,20,9,38,30,9,14,35,9,8,49,43,19,18,49,35,9,46,45,46,7,43,29,25,36,15,45,37,A
1,3,24,22,31,34,33,13,9,40,50,34,8,20,34,15,43,17,38,49,46,40,35,7,11,47,21,40,23,19,47,32,13,50,41,16,30,18,20,23,12,3,44,49,30,7,24,27,8,25,9,A
1,3,41,3,6,46,14,47,49,8,12,22,16,18,30,20,8,43,41,17,21,46,39,29,49,21,43,35,12,49,21,33,14,46,16,27,34,43,16,18,13,43,2,30,3,47,9,24,43,11,12,A
1,3,40,49,29,30,42,35,14,19,13,28,1,45,38,30,36,42,42,21,14,47,50,1,34,27,20,9,47,23,40,32,8,50,17,14,5,22,39,19,36,12,41,26,10,37,44,36,12,20,36,A
1,3,38,23,17,24,24,26,46,22,18,2,3,43,38,38,39,27,48,4,16,13,31,33,20,43,13,49,45,4,16,5,36,5,49,28,28,35,6,16,43,4,45,22,46,43,19,20,10,9,12,A
1,3,33,39,13,26,37,32,34,4,29,5,38,8,34,26,11,44,44,48,39,24,13,30,12,30,43,43,21,7,31,37,4,21,24,37,10,6,20,42,24,35,3,43,46,33,23,16,39,4,40,A
1,3,43,31,41,15,28,9,1,6,17,6,2,32,27,41,19,35,18,47,42,8,38,22,22,38,47,11,5,32,31,15,27,17,21,2,32,20,44,46,13,5,18,9,43,21,42,2,14,14,24,A
1,3,14,38,4,4,4,43,14,9,39,48,24,34,23,49,3,11,7,22,43,9,40,24,1,32,10,4,7,50,21,23,45,39,42,44,7,29,1,40,43,40,32,27,19,21,49,40,47,4,21,A
1,3,31,35,40,43,40,11,15,34,3,40,39,21,48,37,46,45,30,30,12,1,25,19,45,12,44,4,7,20,33,11,9,21,48,33,23,3,41,18,10,33,49,22,43,3,48,34,19,30,49,A
1,3,1,12,40,31,6,48,41,42,27,50,31,25,45,27,26,33,44,16,26,16,7,1,29,31,40,49,6,44,36,17,23,5,50,10,5,5,23,21,31,14,28,28,6,18,14,4,17,19,5,A
1,3,46,11,38,46,23,28,40,18,47,37,34,12,31,12,24,50,17,24,39,18,1,15,24,3,32,2,34,25,30,2,23,25,40,9,23,22,44,4,18,36,22,19,25,18,21,20,48,4,37,A
1,3,18,5,3,13,11,30,37,27,29,15,47,7,5,21,5,5,20,23,6,48,47,34,31,23,11,17,23,15,15,23,44,7,12,46,34,7,23,12,26,40,19,30,35,1,49,20,27,35,31,A
1,3,22,27,27,8,22,6,47,46,49,26,44,48,42,37,4,42,33,7,26,3,47,11,33,14,22,47,48,45,30,21,10,35,48,17,12,37,20,1,30,36,34,41,14,11,14,31,16,41,19,A
1,3,23,48,50,12,11,25,48,40,30,4,32,22,31,9,41,6,10,18,20,18,25,50,37,7,29,49,43,31,9,35,39,32,27,46,8,20,28,33,14,21,15,43,13,18,23,32,7,19,49,A
1,3,9,8,32,37,40,36,9,17,25,43,28,43,34,43,4,48,35,36,7,48,39,19,36,40,3,22,27,6,34,46,10,1,4,40,45,3,13,14,10,1,3,27,34,6,23,31,25,8,34,A
1,3,6,15,43,28,5,22,43,30,11,21,14,15,50,40,39,36,3,1,46,9,30,41,21,41,25,6,10,9,25,35,26,19,41,1,15,45,42,40,23,5,40,18,40,25,32,10,23,28,37,A
1,3,26,18,12,6,25,1,49,16,26,16,34,42,38,10,32,20,15,2,33,12,47,19,31,10,21,12,49,40,27,27,8,19,14,38,36,1,14,50,10,39,5,31,11,4,13,40,14,32,15,A
1,3,13,26,9,5,46,15,22,17,34,43,27,7,41,43,23,26,6,5,24,15,3,28,10,23,32,30,23,23,39,7,7,27,48,18,9,4,26,3,11,13,15,47,9,46,37,36,28,17,22,A
1,3,29,36,50,8,48,22,13,27,11,12,37,1,11,30,31,22,40,35,9,48,17,47,1,25,7,5,48,14,31,28,34,11,24,29,29,39,45,27,27,29,18,48,28,33,12,30,25,4,46,A
1,3,1,12,42,27,35,11,1,47,29,50,46,18,13,47,49,27,37,1,47,45,2,12,2,25,21,32,9,18,36,9,10,34,4,44,27,50,19,11,22,49,17,12,36,21,36,22,16,5,20,A
1,3,35,23,10,18,25,7,21,21,27,48,7,44,44,35,19,26,8,32,15,29,33,1,39,39,45,9,33,5,22,37,28,49,13,18,16,15,41,14,27,47,45,14,15,33,38,31,16,21,18,A
1,3,19,42,50,42,35,36,8,8,41,34,6,25,46,25,49,23,9,38,49,15,14,42,7,31,40,10,15,40,8,24,7,48,19,16,42,45,18,23,11,46,20,21,36,6,13,44,5,44,34,A
1,3,17,47,28,23,27,27,22,37,16,23,12,41,9,39,32,42,30,37,44,44,19,38,50,17,26,7,30,39,29,15,35,44,20,8,17,9,42,48,43,22,1,9,18,6,14,48,7,8,30,A
1,3,20,46,5,8,31,15,23,38,25,9,30,37,42,30,19,3,41,31,40,18,24,10,12,28,17,19,23,3,46,49,9,24,28,24,30,45,1,45,20,42,35,27,30,37,33,43,47,44,4,A
1,3,42,30,28,29,39,28,39,6,5,28,25,29,11,37,1,40,18,40,20,45,14,40,30,38,49,47,27,4,29,7,31,47,36,13,32,37,9,36,25,39,36,15,19,11,11,40,42,8,23,A
1,3,24,18,17,43,35,3,32,43,24,22,48,34,48,44,17,1,41,43,31,30,46,10,8,44,49,20,26,38,11,19,6,22,33,11,39,4,26,49,7,4,16,27,4,48,45,13,44,20,40,A
1,3,50,1,16,26,39,27,6,44,16,7,14,15,28,32,34,43,27,27,22,17,37,28,44,42,39,1,5,28,47,6,49,29,10,19,46,45,47,46,45,23,2,27,34,16,4,17,9,19,4,A
1,3,35,39,2,9,5,5,19,37,12,22,32,41,14,26,21,32,24,20,47,10,11,37,28,23,8,38,46,48,44,33,49,48,35,40,50,11,6,23,21,25,39,7,9,38,7,24,50,30,4,A
1,3,39,24,10,42,9,17,26,46,41,40,27,34,40,1,28,22,33,35,46,4,8,50,47,17,19,26,37,44,32,4,17,9,12,45,20,1,32,24,44,21,17,36,20,39,3,24,26,7,22,A
1,3,49,8,12,15,25,7,36,18,1,29,30,41,6,8,35,14,46,22,30,48,42,15,43,50,9,49,18,42,29,28,50,8,3,32,10,1,50,49,43,13,26,30,44,15,48,24,13,36,1,A
1,3,49,15,40,30,49,41,32,23,7,29,14,16,17,37,43,50,24,27,37,20,35,8,39,46,40,45,36,41,49,5,19,22,21,11,33,47,33,32,5,9,46,24,41,3,4,7,30,16,32,A
1,3,30,11,17,25,10,12,39,30,11,15,25,37,13,25,24,15,20,45,33,49,22,10,36,27,33,1,29,3,2,37,14,42,20,9,2,44,2,6,21,37,23,4,24,40,25,12,30,11,17,A
1,3,20,13,7,29,49,1,27,18,36,24,40,38,41,32,2,46,44,14,22,41,16,42,5,34,14,9,37,42,19,26,20,35,27,37,18,17,23,44,36,16,6,44,43,8,34,33,6,41,6,A
1,3,13,18,35,29,48,30,6,25,32,19,26,38,20,39,11,9,43,39,26,28,19,40,27,28,25,34,12,31,28,6,42,3,33,48,6,26,45,24,12,34,30,21,4,29,39,29,10,43,1,A
1,3,23,19,14,40,34,15,29,38,37,36,30,43,48,39,42,39,2,29,30,28,21,28,35,9,37,1,16,44,7,41,9,48,17,47,16,50,12,48,16,3,31,34,49,4,43,44,25,30,38,A
1,3,19,44,19,46,26,37,12,1,3,16,47,46,31,30,13,23,38,17,16,17,30,7,45,32,14,4,12,49,36,13,14,20,44,49,11,41,36,17,21,10,48,9,24,26,32,21,21,23,39,A
1,3,42,31,32,2,18,39,10,3,21,14,37,47,38,39,49,27,48,25,22,25,50,28,40,34,24,28,22,37,15,5,19,37,30,14,36,4,40,42,15,6,12,32,2,42,40,41,2,15,18,A
1,3,11,26,15,43,49,50,41,12,33,3,5,50,5,9,26,47,38,50,33,46,43,3,6,23,17,42,23,25,19,19,3,23,22,44,18,35,15,26,27,29,12,29,17,25,10,41,9,17,46,A
1,3,48,40,13,13,38,26,13,4,41,24,28,1,33,29,2,38,47,31,48,25,37,48,8,4,37,40,17,23,5,32,42,7,33,21,32,11,26,48,44,29,27,28,19,43,22,17,13,39,19,A
1,3,28,22,15,17,32,17,38,41,18,17,44,8,50,27,49,36,24,44,18,14,27,37,4,1,25,4,16,42,9,26,40,25,22,7,6,43,36,5,3,29,11,35,21,13,32,22,39,38,12,A
1,3,4,26,4,15,24,36,8,32,22,24,27,33,36,2,7,20,29,26,44,46,36,34,19,9,18,46,1,10,38,28,49,36,21,21,30,16,30,48,48,44,12,26,4,4,50,5,33,25,5,A
1,3,12,13,37,8,14,2,48,44,32,29,22,39,1,17,44,38,41,12,5,25,4,19,23,25,34,31,26,37,33,50,10,41,20,34,3,16,35,1,6,50,19,16,15,39,30,48,28,38,29,A
1,3,12,32,50,27,30,17,39,49,31,26,45,28,18,25,3,3,43,16,50,42,48,16,28,7,36,4,30,42,1,39,40,17,22,3,4,8,44,13,4,29,23,22,42,32,29,36,5,8,24,A
1,3,37,35,48,27,39,49,38,36,19,26,28,41,45,29,43,34,32,22,22,10,1,49,10,49,18,35,30,34,29,3,40,29,26,8,42,5,49,2,28,11,33,10,35,21,35,45,17,25,15,A
1,3,44,19,14,39,42,5,47,43,1,29,31,16,49,17,37,2,45,9,35,47,12,21,34,34,16,24,33,50,13,38,14,8,42,2,42,10,12,42,35,26,12,39,26,26,27,47,16,45,18,A
1,3,6,38,45,11,8,26,28,30,16,31,26,10,5,15,31,32,50,8,16,25,19,12,3,40,38,14,13,42,17,34,36,8,42,46,12,42,19,12,31,22,48,29,32,36,45,19,19,10,34,A
1,3,12,28,14,11,14,43,17,33,43,10,16,8,1,1,23,8,10,8,5,46,44,50,16,11,42,8,39,2,19,29,30,38,1,43,19,12,27,14,1,30,49,19,12,49,23,10,30,35,34,A
1,3,6,15,34,11,48,27,1,16,18,4,50,29,15,26,7,19,42,23,40,13,14,36,4,12,20,46,48,36,21,15,23,9,4,34,49,20,17,27,39,8,23,25,24,2,2,4,1,31,4,A
1,3,39,20,47,46,38,34,40,35,26,32,15,45,17,7,16,41,15,20,36,19,46,27,10,14,30,40,32,34,10,7,5,46,15,26,43,7,7,11,50,1,31,5,44,46,42,24,8,15,48,A
1,3,42,35,24,49,49,17,30,7,5,48,32,5,14,11,16,25,9,24,44,25,24,45,34,37,10,41,43,25,26,36,19,30,49,15,29,28,33,11,25,39,33,25,29,23,45,23,41,40,32,A
1,3,12,49,33,21,9,30,29,31,42,3,42,20,5,41,7,42,37,5,44,47,20,28,23,17,50,16,48,19,46,16,17,37,8,42,27,28,13,33,6,10,17,30,1,35,28,8,35,30,26,A
1,3,46,3,39,38,9,45,26,8,4,23,15,36,42,19,30,18,11,8,15,39,15,3,25,42,37,14,49,15,39,29,30,6,24,34,12,40,1,41,1,41,12,21,40,16,14,11,10,19,21,A
1,3,44,21,14,26,50,35,27,14,35,27,14,13,22,40,44,43,30,48,49,49,10,26,22,39,21,50,34,30,27,29,43,3,41,24,7,2,15,23,33,2,24,32,33,44,31,9,48,12,3,A
1,3,42,47,39,35,14,23,30,21,28,43,36,20,22,2,47,14,9,44,46,29,47,11,13,24,1,31,10,7,33,6,18,15,50,1,49,17,11,19,9,38,5,10,43,14,27,1,32,18,13,A
1,3,46,19,28,34,34,20,42,25,42,38,18,26,19,26,41,39,35,17,49,16,36,39,28,32,27,42,31,29,43,24,32,14,6,11,4,11,34,45,20,30,21,46,27,12,27,5,20,33,26,A
1,3,19,16,34,5,28,30,15,14,20,26,25,25,4,42,34,24,27,50,4,11,7,49,32,19,1,19,38,8,29,46,36,1,20,31,33,34,47,29,46,32,31,43,34,46,23,3,19,43,20,A
1,3,30,40,13,29,13,40,40,42,34,24,33,10,2,26,23,9,1,14,4,32,39,9,13,30,6,5,43,20,5,15,3,46,42,31,40,39,50,8,5,3,2,31,36,35,3,17,34,16,33,A
1,3,28,23,5,34,5,13,11,9,50,3,24,6,31,32,50,37,49,45,10,39,21,6,25,50,35,8,6,2,19,5,13,21,37,43,44,31,23,10,20,38,32,36,7,33,47,11,47,10,30,A
1,3,19,5,26,28,21,1,32,36,16,7,42,49,47,28,48,4,9,48,7,32,32,25,17,5,5,13,23,47,43,21,42,24,50,45,16,21,46,48,36,5,48,23,8,40,19,11,25,13,10,A
1,3,23,35,30,22,9,3,39,36,38,27,36,46,7,15,45,4,25,32,17,31,41,31,42,29,9,42,50,20,36,38,33,38,24,23,44,44,12,33,29,12,26,6,27,8,20,37,31,32,16,A
1,3,46,29,35,13,45,48,43,26,29,33,31,38,49,34,20,37,11,1,8,17,10,50,6,46,41,23,40,18,32,8,47,7,49,24,3,40,5,48,11,26,41,23,4,2,29,47,25,7,19,A
1,3,2,18,47,25,7,25,15,38,29,44,35,14,33,12,41,30,32,44,40,22,4,33,49,42,9,41,39,21,48,50,33,27,30,4,6,20,3,41,22,9,24,44,1,3,21,20,48,35,40,A
1,3,18,8,42,25,36,39,50,19,45,48,44,28,15,13,20,1,40,44,31,32,19,24,19,13,49,37,32,34,2,14,23,47,42,2,40,7,37,13,18,36,6,26,5,3,22,35,25,40,20,A
1,3,13,24,45,38,40,44,41,29,43,23,4,18,19,43,37,18,35,9,14,33,26,6,13,5,12,20,9,39,17,26,17,23,40,42,17,15,20,23,50,32,3,28,22,34,43,29,12,50,32,A
1,3,14,44,30,2,46,27,34,25,21,24,13,43,34,41,1,31,46,49,23,36,15,8,19,20,29,6,43,38,28,13,26,4,20,49,38,37,25,2,27,17,32,49,46,9,17,33,43,11,33,A
1,3,25,13,35,38,7,19,11,2,2,24,24,32,30,9,6,22,23,42,26,2,9,9,31,44,24,46,49,33,7,16,43,30,31,12,25,32,49,50,3,32,43,12,17,31,21,5,14,24,37,A
1,3,40,45,30,37,49,49,29,40,18,31,27,15,1,39,49,37,7,8,22,8,8,21,5,29,17,47,47,27,13,13,13,26,18,18,49,45,22,13,17,25,4,50,6,17,43,3,34,21,23,A
1,3,31,29,15,45,32,21,22,41,24,19,39,35,21,37,21,15,4,49,5,16,48,3,44,27,5,6,20,21,25,50,26,30,14,43,30,42,8,3,44,22,42,12,24,15,31,50,31,17,15,A
1,3,29,5,23,9,5,33,20,48,32,4,39,4,13,2,46,5,27,14,16,44,13,26,41,36,33,27,12,2,21,32,3,39,33,14,29,26,1,14,2,43,12,26,7,32,8,18,39,41,44,A
1,3,40,44,30,35,13,26,25,29,44,28,25,33,26,28,24,45,40,5,7,22,17,28,47,46,36,35,1,38,32,6,2,7,10,26,11,34,45,19,27,32,50,10,10,39,15,18,38,29,38,A
1,3,33,34,32,9,14,36,19,47,2,48,41,35,31,25,35,36,33,19,29,12,34,16,38,45,12,47,6,45,50,45,43,37,5,36,20,47,50,31,18,7,21,38,2,9,41,26,14,29,31,A
1,3,17,37,30,46,23,10,26,26,14,34,40,40,25,45,21,2,4,19,21,43,35,33,28,10,44,23,15,41,1,37,7,19,10,22,20,3,14,50,49,41,20,17,18,37,8,1,46,36,16,A
1,3,26,11,47,21,11,35,32,25,1,21,12,29,32,22,23,14,16,35,45,2,17,49,22,28,6,28,9,19,22,39,7,45,16,46,20,18,35,10,11,8,45,31,5,9,11,10,27,38,6,A
1,3,10,39,31,34,2,19,30,48,7,41,12,33,30,31,24,10,50,11,38,4,21,48,39,17,42,38,34,26,11,29,11,46,43,5,47,50,22,7,25,17,50,28,42,23,14,26,47,5,29,A
1,3,32,23,10,10,1,15,27,15,20,20,17,3,21,21,27,17,21,12,25,6,49,11,16,47,31,1,45,13,49,18,28,3,2,12,32,34,28,3,12,9,8,36,25,13,35,24,27,18,43,A
1,3,6,47,7,29,4,35,18,46,4,9,32,37,33,8,36,27,5,19,3,15,35,40,8,22,1,12,13,7,45,22,5,47,10,12,50,5,41,49,48,1,17,42,16,4,2,14,3,47,23,A
1,3,14,39,30,4,38,42,19,34,29,10,47,16,11,34,39,9,8,45,8,10,15,25,4,17,36,31,49,19,16,40,10,3,17,47,50,3,42,35,18,35,32,22,45,21,1,12,23,22,42,A
1,3,30,3,40,46,39,39,10,16,33,36,30,34,2,45,30,2,37,25,42,10,11,5,31,33,21,35,11,23,40,17,37,50,36,45,47,9,28,12,13,17,40,11,41,11,26,17,9,33,10,A
1,3,11,35,17,29,21,3,42,13,10,8,42,45,5,10,49,5,40,43,15,8,16,37,29,31,43,41,27,22,11,37,36,22,48,23,16,5,48,42,32,13,25,38,4,50,12,40,29,14,19,A
1,3,20,41,48,22,30,41,11,1,34,43,33,32,21,6,47,31,50,11,19,41,8,1,6,44,13,31,6,2,7,31,13,11,50,37,36,27,49,9,46,25,42,37,21,27,50,15,46,42,36,A
1,3,18,40,25,46,17,28,17,31,49,16,23,3,47,48,46,29,15,48,34,40,33,32,25,20,9,42,10,23,32,49,45,30,49,23,17,25,17,5,49,42,29,49,44,31,45,25,17,38,47,A
1,3,29,8,47,24,23,17,29,9,50,49,12,43,26,30,43,37,28,46,1,28,39,10,18,19,13,14,24,11,31,26,16,17,40,26,7,29,3,26,35,35,8,1,3,5,25,2,37,9,15,A
1,3,15,43,32,13,1,29,40,15,46,15,10,19,44,2,50,23,29,43,19,27,10,37,3,41,4,44,26,19,26,44,5,34,17,20,25,27,48,22,7,49,43,47,6,22,22,36,36,50,38,A
1,3,2,28,3,5,34,24,45,27,42,7,16,5,48,7,42,18,16,39,17,26,9,44,47,46,35,5,44,2,46,39,41,45,30,9,3,47,23,27,35,10,10,1,20,27,26,7,26,41,49,A
1,3,20,44,22,29,13,29,13,50,33,47,45,50,47,46,1,49,16,48,15,11,40,38,23,17,38,4,3,19,17,2,10,29,5,30,37,1,40,45,16,45,39,37,25,47,34,9,13,24,35,A
1,3,11,6,38,45,45,46,43,22,26,22,46,20,50,19,4,1,7,50,13,1,38,20,7,1,17,38,38,14,20,37,43,46,45,13,39,33,16,35,7,23,46,28,12,3,49,29,25,22,29,A
1,3,44,49,15,4,10,5,31,2,16,15,38,7,29,18,16,26,12,16,8,46,41,45,9,2,43,12,20,29,37,31,47,50,2,37,31,49,23,19,28,13,28,50,28,6,33,6,13,50,35,A
1,3,49,23,33,22,49,10,27,11,15,38,37,24,18,21,13,9,39,2,35,36,18,41,4,42,26,3,47,17,44,47,31,19,23,6,11,45,25,35,47,10,22,48,23,15,45,27,45,14,36,A
1,3,43,14,28,26,35,9,6,20,16,2,9,40,15,17,21,48,35,36,33,40,48,2,13,3,17,38,17,25,16,41,22,6,32,30,46,11,17,4,2,2,4,32,13,13,23,24,47,42,47,A
1,3,3,6,34,44,24,1,26,12,30,36,46,4,32,39,17,42,43,19,24,14,21,26,21,17,15,34,45,29,45,40,29,39,20,45,20,31,19,40,33,41,40,24,28,23,28,7,19,34,21,A
1,3,40,2,45,4,18,44,32,35,50,38,5,29,11,25,32,16,24,12,28,45,8,8,48,50,6,40,15,14,20,43,19,23,40,5,46,39,15,34,12,31,10,23,21,1,3,18,19,25,17,A
1,3,41,28,16,34,27,33,43,1,45,13,48,20,30,30,47,27,29,24,21,49,46,21,14,44,1,4,15,42,17,16,3,18,47,47,50,13,33,25,33,40,27,19,30,15,28,11,29,41,28,A
1,3,8,27,20,14,16,34,35,44,42,14,4,37,19,22,35,29,19,15,40,4,1,38,19,37,6,22,15,29,25,21,47,49,33,26,28,4,6,33,26,18,46,30,16,2,11,11,15,44,26,A
1,3,20,19,1,35,6,23,12,17,42,37,16,45,35,38,19,35,31,13,5,37,45,27,43,30,32,43,26,38,16,35,43,36,49,16,36,16,20,17,2,31,29,32,27,25,12,49,23,40,3,A
1,3,7,5,15,10,29,37,23,29,5,6,7,8,4,12,19,44,25,5,29,14,37,18,45,45,22,38,1,40,5,42,39,45,26,35,30,46,29,47,47,46,11,49,7,29,32,30,23,36,37,A
1,3,3,16,31,37,4,6,26,32,42,40,22,50,14,32,48,40,40,45,12,47,12,12,27,42,50,8,35,42,9,33,11,19,39,45,22,18,15,31,4,44,12,1,6,19,49,18,22,19,31,A
1,3,36,37,7,32,42,25,6,2,17,13,2,20,7,42,15,28,27,42,2,29,27,31,40,49,44,24,46,27,17,9,6,1,49,17,28,45,18,5,22,41,22,45,7,18,42,32,8,23,50,A
1,3,3,8,34,12,7,42,26,15,29,20,5,21,36,45,13,7,5,2,3,35,34,14,7,42,2,33,8,49,33,1,3,17,1,6,22,19,24,8,46,26,50,29,44,16,4,49,1,13,47,A
1,3,25,38,12,11,34,44,45,7,28,18,39,38,47,1,34,45,19,21,22,37,3,15,19,36,11,31,28,34,38,38,36,5,44,43,41,38,46,25,44,26,49,39,17,10,3,32,6,46,26,A
1,3,29,13,9,47,15,9,43,37,32,28,40,8,2,46,6,33,29,20,49,26,33,41,13,24,24,9,44,26,5,4,4,27,12,24,15,40,50,42,50,48,6,17,15,11,16,3,22,26,9,A
1,3,25,36,49,48,19,24,12,44,46,30,19,30,42,8,5,48,33,23,22,14,20,43,16,41,48,34,26,50,10,1,32,49,41,44,29,43,10,3,34,2,46,30,11,19,8,2,18,15,47,A
1,3,30,31,5,8,7,23,12,39,21,9,41,18,32,42,43,41,20,18,10,36,16,30,6,18,19,31,30,50,1,16,39,31,14,39,24,49,2,36,6,15,7,36,18,31,36,17,41,50,17,A
1,3,47,11,49,20,8,33,4,30,17,1,21,16,42,6,31,48,45,32,16,31,19,48,30,21,22,32,14,2,3,49,42,14,25,27,30,15,13,24,17,14,50,23,41,4,22,30,3,45,14,A
1,3,33,22,35,13,42,31,39,13,25,50,23,34,38,19,21,20,41,31,15,20,22,40,24,3,14,18,17,18,28,5,25,21,23,14,42,35,22,11,37,37,42,33,27,48,2,24,7,4,46,A
1,3,15,28,15,39,29,16,50,43,10,4,19,25,31,39,7,5,42,16,19,45,29,31,25,4,37,26,26,35,45,37,35,20,5,42,44,41,7,20,45,38,30,48,35,36,40,43,5,8,20,A
1,3,25,39,31,48,17,48,38,8,6,6,19,4,30,25,32,32,36,20,2,26,26,11,37,16,2,26,35,40,23,13,34,7,49,45,40,2,27,21,8,29,42,34,37,27,9,14,5,47,18,A
1,3,43,35,16,35,35,28,14,11,29,47,49,34,31,38,27,44,4,44,27,47,8,9,30,32,20,49,39,35,12,10,28,20,38,8,20,15,46,41,39,16,27,30,13,16,47,41,34,20,34,A
1,3,26,6,27,42,18,31,22,31,10,31,24,21,10,45,4,32,2,45,36,9,13,44,19,15,2,14,27,44,43,45,27,1,46,21,23,39,31,12,42,47,1,8,23,4,10,35,37,35,35,A
1,3,33,40,27,14,32,12,18,23,45,33,40,8,12,31,38,44,11,9,2,37,7,33,50,34,26,5,47,1,6,8,18,35,30,43,39,40,31,25,48,7,13,6,12,21,29,11,22,29,42,A
1,3,6,47,21,22,11,38,23,50,38,33,45,8,21,40,43,37,39,6,38,36,20,2,11,6,9,38,27,23,1,16,31,29,33,23,47,28,5,28,17,32,30,24,20,35,8,7,3,15,3,A
1,3,39,20,21,32,46,17,5,50,4,36,37,31,43,15,2,47,1,17,10,10,10,31,44,43,29,41,29,47,18,40,36,23,42,25,40,12,8,6,41,15,40,16,9,48,38,29,35,49,36,A
1,4,44,2,44,40,20,45,2,8,36,10,42,27,9,42,12,23,10,41,31,31,19,1,13,2,35,20,2,25,8,49,29,36,48,9,26,42,38,29,15,27,16,2,44,28,25,47,26,45,29,B
1,4,13,14,40,8,39,2,49,31,1,49,37,4,43,28,49,17,25,14,46,21,20,32,11,47,12,36,9,36,44,34,36,21,14,22,8,46,9,2,35,17,40,1,23,17,26,34,36,37,37,B
1,4,35,32,30,45,30,50,40,41,30,2,22,6,13,38,31,23,46,8,9,13,35,43,26,47,9,33,12,6,20,12,9,15,12,43,17,20,47,50,24,19,20,22,17,44,23,34,4,50,14,B
1,4,18,16,4,46,29,20,39,25,2,20,49,18,9,48,24,48,7,37,47,5,5,15,35,31,17,4,31,28,49,18,41,24,2,8,11,35,37,42,37,36,45,43,15,34,32,25,1,36,47,B
1,4,1,12,10,49,29,43,14,37,27,42,23,4,23,42,14,17,29,29,1,49,29,43,24,49,33,2,12,44,23,8,29,28,20,35,30,14,11,9,29,4,27,9,6,36,2,39,42,42,24,B
1,4,32,34,32,50,35,48,33,14,45,43,28,47,35,29,3,12,38,48,10,46,31,33,42,37,41,40,45,8,4,6,24,26,23,11,46,48,33,42,25,26,40,47,36,19,43,8,39,46,37,B
1,4,10,11,26,38,21,8,16,3,46,4,5,43,40,14,34,5,23,25,23,37,25,4,47,31,35,7,2,7,36,48,8,6,23,14,49,21,39,39,40,19,38,48,10,10,28,47,38,46,17,B
1,4,42,6,11,10,45,44,6,42,4,16,12,20,43,20,50,39,16,10,11,40,4,21,20,32,18,44,26,28,26,30,26,50,48,25,23,43,39,38,31,44,35,33,1,18,38,18,5,45,6,B
1,4,46,26,30,23,42,46,3,1,23,40,19,27,25,16,1,2,41,25,37,33,37,20,43,1,25,44,39,48,45,17,40,33,9,49,46,11,9,24,23,25,42,22,21,50,10,35,49,16,14,B
1,4,13,10,50,24,43,20,41,28,1,13,11,42,11,27,33,30,48,49,11,8,43,18,24,44,12,47,32,46,30,39,33,50,16,30,7,50,16,22,8,8,27,37,49,27,5,18,46,36,10,B
1,4,44,7,33,41,43,47,46,9,3,47,6,5,19,22,34,48,47,29,48,26,29,47,36,45,10,21,16,19,33,50,43,3,46,33,27,19,41,43,46,28,13,44,10,8,16,9,6,25,42,B
1,4,1,5,12,21,9,44,3,50,33,11,26,5,25,42,29,16,13,37,20,36,30,27,33,5,44,36,28,26,44,1,6,6,2,28,40,4,6,5,18,34,19,20,24,9,47,23,12,44,23,B
1,4,12,22,21,44,8,12,42,10,6,25,27,11,15,39,33,35,22,40,45,20,6,21,40,49,21,31,15,38,48,16,44,35,15,17,12,50,47,44,21,7,46,10,48,46,12,25,40,37,1,B
1,4,10,25,46,46,13,32,35,41,38,34,28,36,18,23,4,6,46,36,50,19,7,47,35,20,36,34,31,41,2,2,33,26,48,35,16,1,17,2,7,1,27,32,37,39,32,8,35,31,14,B
